source_row,timestamp,CO(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,eligible,missing_target,all_predictors_missing
961,2004-04-19 17:00:00,,1186.0,1042.0,808.0,1684.0,1038.0,10.0,80.5,0.9853,False,True,False
962,2004-04-19 18:00:00,,1053.0,911.0,916.0,1528.0,889.0,11.3,70.5,0.9389,False,True,False
963,2004-04-19 19:00:00,,1032.0,895.0,921.0,1508.0,879.0,10.7,71.5,0.9197,False,True,False
964,2004-04-19 20:00:00,,989.0,846.0,960.0,1476.0,846.0,9.9,74.0,0.9009,False,True,False
965,2004-04-19 21:00:00,,930.0,745.0,1085.0,1391.0,712.0,10.8,68.2,0.8806,False,True,False
966,2004-04-19 22:00:00,,951.0,766.0,1056.0,1431.0,747.0,10.2,74.0,0.9176,False,True,False
967,2004-04-19 23:00:00,,985.0,780.0,1017.0,1444.0,791.0,10.1,77.5,0.9579,False,True,False
968,2004-04-20 00:00:00,,937.0,703.0,1136.0,1377.0,637.0,9.9,77.7,0.9497,False,True,False
969,2004-04-20 01:00:00,,887.0,648.0,1222.0,1357.0,553.0,9.5,80.2,0.9533,False,True,False
970,2004-04-20 02:00:00,,806.0,544.0,1429.0,1290.0,449.0,9.5,79.7,0.9489,False,True,False
971,2004-04-20 03:00:00,,771.0,483.0,1587.0,1277.0,485.0,9.7,78.9,0.9487,False,True,False
972,2004-04-20 04:00:00,,802.0,519.0,1523.0,1315.0,540.0,9.8,80.0,0.967,False,True,False
973,2004-04-20 05:00:00,,878.0,644.0,1260.0,1410.0,685.0,10.0,79.6,0.98,False,True,False
974,2004-04-20 06:00:00,,1070.0,883.0,942.0,1625.0,925.0,10.3,79.4,0.9927,False,True,False
975,2004-04-20 07:00:00,,1430.0,1316.0,638.0,2069.0,1382.0,11.0,77.4,1.0135,False,True,False
976,2004-04-20 08:00:00,,1565.0,1549.0,540.0,2396.0,1645.0,12.3,69.2,0.9906,False,True,False
977,2004-04-20 09:00:00,,1365.0,1299.0,637.0,1999.0,1514.0,14.5,60.4,0.9936,False,True,False
978,2004-04-20 10:00:00,,1348.0,1214.0,678.0,1874.0,1509.0,16.0,56.3,1.0185,False,True,False
979,2004-04-20 11:00:00,,1311.0,1279.0,648.0,1991.0,1520.0,18.1,51.1,1.0551,False,True,False
980,2004-04-20 12:00:00,,1302.0,1260.0,658.0,1970.0,1471.0,23.0,37.5,1.0389,False,True,False
981,2004-04-20 13:00:00,,1250.0,1173.0,720.0,1870.0,1282.0,21.8,39.6,1.0209,False,True,False
982,2004-04-20 14:00:00,,1083.0,988.0,859.0,1643.0,1004.0,21.9,37.2,0.9683,False,True,False
983,2004-04-20 15:00:00,,1005.0,894.0,956.0,1530.0,714.0,23.8,31.4,0.9132,False,True,False
984,2004-04-20 16:00:00,,1129.0,1107.0,844.0,1742.0,940.0,25.9,26.9,0.8845,False,True,False
985,2004-04-20 17:00:00,,1327.0,1289.0,712.0,1938.0,1272.0,25.8,29.9,0.9808,False,True,False
986,2004-04-20 18:00:00,,1428.0,1437.0,599.0,2156.0,1526.0,22.6,39.5,1.0679,False,True,False
987,2004-04-20 19:00:00,,1426.0,1400.0,612.0,2102.0,1488.0,19.9,45.0,1.0364,False,True,False
988,2004-04-20 20:00:00,,1310.0,1313.0,663.0,1958.0,1475.0,17.9,47.4,0.9657,False,True,False
989,2004-04-20 21:00:00,,1114.0,1059.0,792.0,1704.0,1182.0,16.8,50.4,0.9545,False,True,False
990,2004-04-20 22:00:00,,991.0,889.0,932.0,1550.0,933.0,16.0,52.0,0.9375,False,True,False
991,2004-04-20 23:00:00,,1089.0,940.0,866.0,1589.0,1001.0,14.2,59.1,0.952,False,True,False
992,2004-04-21 00:00:00,,911.0,740.0,1071.0,1412.0,756.0,14.2,56.7,0.9111,False,True,False
993,2004-04-21 01:00:00,,1005.0,802.0,976.0,1474.0,952.0,12.2,67.7,0.9625,False,True,False
994,2004-04-21 02:00:00,,863.0,664.0,1172.0,1381.0,808.0,13.2,61.7,0.9328,False,True,False
995,2004-04-21 03:00:00,,857.0,653.0,1197.0,1375.0,779.0,10.9,71.0,0.9249,False,True,False
996,2004-04-21 04:00:00,,804.0,585.0,1301.0,1319.0,717.0,11.3,67.6,0.9038,False,True,False
997,2004-04-21 05:00:00,,871.0,694.0,1160.0,1421.0,779.0,10.1,71.8,0.888,False,True,False
998,2004-04-21 06:00:00,,1035.0,929.0,887.0,1599.0,1009.0,10.2,70.9,0.8841,False,True,False
999,2004-04-21 07:00:00,,1513.0,1480.0,572.0,2249.0,1595.0,11.8,66.0,0.9085,False,True,False
1000,2004-04-21 08:00:00,,1726.0,1776.0,478.0,2684.0,1940.0,14.0,58.2,0.9271,False,True,False
1001,2004-04-21 09:00:00,,1396.0,1296.0,619.0,1991.0,1628.0,17.0,50.2,0.9646,False,True,False
1002,2004-04-21 10:00:00,,1333.0,1212.0,668.0,1854.0,1573.0,22.3,36.9,0.9838,False,True,False
1003,2004-04-21 11:00:00,,1161.0,1016.0,849.0,1642.0,1187.0,24.4,30.9,0.934,False,True,False
1004,2004-04-21 12:00:00,,1081.0,1000.0,900.0,1561.0,900.0,25.9,26.7,0.8771,False,True,False
1005,2004-04-21 13:00:00,,1075.0,998.0,914.0,1574.0,800.0,25.8,26.1,0.854,False,True,False
1006,2004-04-21 14:00:00,,1055.0,964.0,953.0,1513.0,770.0,26.3,24.8,0.8393,False,True,False
1007,2004-04-21 15:00:00,,1053.0,953.0,988.0,1483.0,758.0,27.0,22.2,0.7805,False,True,False
1008,2004-04-21 16:00:00,,1087.0,1075.0,944.0,1558.0,886.0,27.3,20.5,0.7308,False,True,False
1009,2004-04-21 17:00:00,,1304.0,1291.0,765.0,1838.0,1219.0,25.8,24.1,0.7912,False,True,False
1010,2004-04-21 18:00:00,,1625.0,1608.0,601.0,2271.0,1725.0,25.3,28.9,0.9151,False,True,False
1011,2004-04-21 19:00:00,,1649.0,1633.0,584.0,2328.0,1745.0,23.8,33.7,0.9786,False,True,False
1012,2004-04-21 20:00:00,,1443.0,1455.0,635.0,2073.0,1600.0,21.4,36.0,0.9059,False,True,False
1013,2004-04-21 21:00:00,,1209.0,1193.0,753.0,1737.0,1310.0,19.8,39.5,0.9016,False,True,False
1014,2004-04-21 22:00:00,,1105.0,1000.0,847.0,1573.0,1208.0,19.2,42.1,0.9273,False,True,False
1015,2004-04-21 23:00:00,,1020.0,863.0,933.0,1492.0,1074.0,18.8,45.8,0.9855,False,True,False
1016,2004-04-22 00:00:00,,991.0,828.0,973.0,1469.0,993.0,17.1,50.8,0.9828,False,True,False
1017,2004-04-22 01:00:00,,937.0,741.0,1058.0,1420.0,923.0,16.2,53.4,0.9775,False,True,False
1018,2004-04-22 02:00:00,,882.0,654.0,1141.0,1377.0,819.0,16.0,53.5,0.9691,False,True,False
1019,2004-04-22 03:00:00,,843.0,597.0,1242.0,1341.0,727.0,14.3,59.2,0.9601,False,True,False
1020,2004-04-22 04:00:00,,819.0,565.0,1295.0,1316.0,694.0,13.3,62.6,0.9498,False,True,False
1021,2004-04-22 05:00:00,,834.0,596.0,1276.0,1335.0,727.0,13.4,59.5,0.9097,False,True,False
1022,2004-04-22 06:00:00,,977.0,800.0,990.0,1474.0,926.0,12.2,64.1,0.9062,False,True,False
1023,2004-04-22 07:00:00,,1234.0,1109.0,767.0,1729.0,1194.0,13.9,57.2,0.9029,False,True,False
1024,2004-04-22 08:00:00,,1403.0,1340.0,623.0,2003.0,1502.0,15.2,53.2,0.9107,False,True,False
1025,2004-04-22 09:00:00,,1538.0,1458.0,593.0,2186.0,1743.0,19.2,41.6,0.9154,False,True,False
1026,2004-04-22 10:00:00,,1343.0,1299.0,694.0,1945.0,1542.0,23.7,30.6,0.8854,False,True,False
1027,2004-04-22 11:00:00,,1243.0,1162.0,766.0,1731.0,1354.0,26.1,26.8,0.8921,False,True,False
1028,2004-04-22 12:00:00,,1201.0,1102.0,814.0,1682.0,1175.0,28.1,24.4,0.9138,False,True,False
1029,2004-04-22 13:00:00,,1121.0,1020.0,893.0,1585.0,916.0,28.3,23.9,0.906,False,True,False
1030,2004-04-22 14:00:00,,1087.0,1055.0,908.0,1562.0,818.0,28.0,21.0,0.7814,False,True,False
1031,2004-04-22 15:00:00,,1165.0,1225.0,824.0,1676.0,1028.0,30.8,16.4,0.7167,False,True,False
1032,2004-04-22 16:00:00,,1224.0,1270.0,806.0,1739.0,1113.0,31.3,16.2,0.7262,False,True,False
1033,2004-04-22 17:00:00,,1431.0,1482.0,679.0,2025.0,1431.0,29.4,20.5,0.8262,False,True,False
1034,2004-04-22 18:00:00,,1433.0,1510.0,661.0,2038.0,1503.0,25.8,24.3,0.794,False,True,False
1035,2004-04-22 19:00:00,,1527.0,1664.0,587.0,2238.0,1775.0,23.8,29.5,0.8559,False,True,False
1036,2004-04-22 20:00:00,,1387.0,1361.0,701.0,1932.0,1505.0,22.0,34.8,0.908,False,True,False
1037,2004-04-22 21:00:00,,1158.0,1100.0,835.0,1659.0,1211.0,20.2,37.4,0.8748,False,True,False
1038,2004-04-22 22:00:00,,1009.0,907.0,982.0,1466.0,872.0,19.3,38.8,0.8559,False,True,False
1039,2004-04-22 23:00:00,,1026.0,890.0,976.0,1467.0,855.0,17.9,43.7,0.8856,False,True,False
1040,2004-04-23 00:00:00,,1119.0,979.0,873.0,1593.0,1170.0,17.2,47.9,0.9334,False,True,False
1041,2004-04-23 01:00:00,,1000.0,839.0,958.0,1467.0,1024.0,16.3,49.7,0.916,False,True,False
1042,2004-04-23 02:00:00,,866.0,675.0,1155.0,1337.0,841.0,16.7,46.5,0.8755,False,True,False
1043,2004-04-23 03:00:00,,848.0,642.0,1202.0,1325.0,760.0,14.6,53.0,0.8775,False,True,False
1044,2004-04-23 04:00:00,,844.0,608.0,1213.0,1314.0,803.0,14.1,53.9,0.8633,False,True,False
1045,2004-04-23 05:00:00,0.6,852.0,646.0,1186.0,1321.0,793.0,14.2,52.2,0.8413,True,False,False
1046,2004-04-23 06:00:00,0.8,923.0,757.0,1041.0,1418.0,906.0,14.3,55.4,0.9003,True,False,False
1047,2004-04-23 07:00:00,4.0,1490.0,1368.0,627.0,2119.0,1541.0,14.0,58.0,0.9202,True,False,False
1048,2004-04-23 08:00:00,5.6,1662.0,1576.0,523.0,2417.0,1861.0,15.4,53.3,0.9289,True,False,False
1049,2004-04-23 09:00:00,5.0,1553.0,1354.0,621.0,2030.0,1895.0,19.1,42.1,0.9233,True,False,False
1050,2004-04-23 10:00:00,3.2,1423.0,1247.0,706.0,1887.0,1684.0,23.7,31.0,0.8968,True,False,False
1051,2004-04-23 11:00:00,3.8,1458.0,1350.0,677.0,1947.0,1731.0,26.9,25.7,0.8942,True,False,False
1052,2004-04-23 12:00:00,3.3,1349.0,1299.0,728.0,1838.0,1402.0,29.7,20.6,0.8478,True,False,False
1053,2004-04-23 13:00:00,3.0,1326.0,1265.0,757.0,1835.0,1246.0,29.2,21.5,0.8573,True,False,False
1054,2004-04-23 14:00:00,3.2,1356.0,1312.0,729.0,1865.0,1342.0,29.6,20.1,0.8181,True,False,False
1055,2004-04-23 15:00:00,4.4,1460.0,1438.0,680.0,1953.0,1489.0,30.0,19.4,0.81,True,False,False
1056,2004-04-23 16:00:00,4.6,1497.0,1449.0,679.0,1985.0,1532.0,29.5,20.1,0.8136,True,False,False
1057,2004-04-23 17:00:00,5.2,1645.0,1566.0,599.0,2228.0,1909.0,27.0,26.8,0.9403,True,False,False
1058,2004-04-23 18:00:00,4.8,1557.0,1483.0,615.0,2087.0,1757.0,24.9,30.8,0.954,True,False,False
1059,2004-04-23 19:00:00,5.6,1747.0,1608.0,557.0,2335.0,1983.0,23.1,36.7,1.0244,True,False,False
1060,2004-04-23 20:00:00,4.6,1482.0,1319.0,660.0,1975.0,1703.0,21.5,40.8,1.0333,True,False,False
1061,2004-04-23 21:00:00,1.8,1211.0,1010.0,816.0,1619.0,1246.0,20.5,41.5,0.9864,True,False,False
1062,2004-04-23 22:00:00,2.2,1294.0,1083.0,770.0,1687.0,1321.0,19.2,44.9,0.9875,True,False,False
1063,2004-04-23 23:00:00,2.0,1300.0,1043.0,777.0,1659.0,1375.0,18.8,47.7,1.0221,True,False,False
1064,2004-04-24 00:00:00,2.8,1402.0,1098.0,736.0,1729.0,1456.0,18.2,49.7,1.0284,True,False,False
1065,2004-04-24 01:00:00,2.6,1349.0,1097.0,707.0,1763.0,1442.0,16.1,57.4,1.0451,True,False,False
1066,2004-04-24 02:00:00,1.8,1161.0,938.0,827.0,1597.0,1243.0,16.3,55.3,1.0178,True,False,False
1067,2004-04-24 03:00:00,1.1,1022.0,802.0,916.0,1481.0,1078.0,15.7,53.6,0.9483,True,False,False
1068,2004-04-24 04:00:00,,948.0,700.0,1045.0,1430.0,939.0,16.9,49.8,0.9514,False,True,False
1069,2004-04-24 05:00:00,0.7,933.0,697.0,1045.0,1403.0,937.0,14.8,57.7,0.9644,True,False,False
1070,2004-04-24 06:00:00,0.9,1021.0,800.0,931.0,1483.0,1019.0,14.0,59.7,0.9499,True,False,False
1071,2004-04-24 07:00:00,1.5,1134.0,979.0,794.0,1639.0,1140.0,14.6,56.8,0.9385,True,False,False
1072,2004-04-24 08:00:00,2.5,1311.0,1147.0,681.0,1838.0,1351.0,16.7,51.9,0.9788,True,False,False
1073,2004-04-24 09:00:00,3.0,1409.0,1169.0,685.0,1874.0,1459.0,20.0,45.0,1.039,True,False,False
1074,2004-04-24 10:00:00,2.6,1301.0,1059.0,787.0,1727.0,1297.0,23.9,33.7,0.9837,True,False,False
1075,2004-04-24 11:00:00,2.6,1354.0,1130.0,765.0,1808.0,1291.0,26.8,29.5,1.0209,True,False,False
1076,2004-04-24 12:00:00,2.6,1391.0,1136.0,738.0,1840.0,1296.0,27.2,32.4,1.1493,True,False,False
1077,2004-04-24 13:00:00,1.9,1200.0,929.0,879.0,1623.0,972.0,26.9,32.1,1.1217,True,False,False
1078,2004-04-24 14:00:00,2.0,1338.0,1016.0,798.0,1766.0,1194.0,24.3,41.8,1.2561,True,False,False
1079,2004-04-24 15:00:00,1.7,1223.0,938.0,884.0,1610.0,880.0,25.6,36.0,1.1629,True,False,False
1080,2004-04-24 16:00:00,1.9,1278.0,1003.0,845.0,1691.0,909.0,27.0,31.8,1.1176,True,False,False
1081,2004-04-24 17:00:00,1.8,1257.0,973.0,860.0,1634.0,839.0,27.5,31.6,1.1417,True,False,False
1082,2004-04-24 18:00:00,2.8,1497.0,1171.0,725.0,1899.0,1248.0,24.9,38.1,1.1838,True,False,False
1083,2004-04-24 19:00:00,3.5,1567.0,1280.0,661.0,1970.0,1476.0,23.4,39.7,1.1276,True,False,False
1084,2004-04-24 20:00:00,3.4,1503.0,1203.0,651.0,1863.0,1502.0,21.2,50.8,1.2631,True,False,False
1085,2004-04-24 21:00:00,2.0,1169.0,850.0,906.0,1584.0,873.0,15.6,73.5,1.2953,True,False,False
1086,2004-04-24 22:00:00,1.1,1007.0,650.0,1157.0,1404.0,528.0,12.9,79.7,1.1774,True,False,False
1087,2004-04-24 23:00:00,1.3,1004.0,667.0,1157.0,1365.0,492.0,11.5,76.9,1.0436,True,False,False
1088,2004-04-25 00:00:00,1.2,967.0,661.0,1181.0,1321.0,463.0,12.2,66.8,0.9455,True,False,False
1089,2004-04-25 01:00:00,1.3,984.0,707.0,1131.0,1359.0,494.0,12.4,64.1,0.9209,True,False,False
1090,2004-04-25 02:00:00,1.0,931.0,689.0,1161.0,1317.0,503.0,12.7,58.7,0.8605,True,False,False
1091,2004-04-25 03:00:00,1.3,966.0,737.0,1083.0,1363.0,581.0,12.6,58.6,0.8529,True,False,False
1092,2004-04-25 04:00:00,,777.0,521.0,1535.0,1121.0,350.0,12.5,51.2,0.7374,False,True,False
1093,2004-04-25 05:00:00,0.3,763.0,471.0,1783.0,1098.0,305.0,12.5,50.9,0.7346,True,False,False
1094,2004-04-25 06:00:00,0.5,804.0,505.0,1718.0,1148.0,329.0,12.8,49.3,0.7285,True,False,False
1095,2004-04-25 07:00:00,0.6,830.0,535.0,1496.0,1184.0,375.0,13.5,48.6,0.7487,True,False,False
1096,2004-04-25 08:00:00,0.6,833.0,553.0,1476.0,1180.0,373.0,14.4,45.9,0.7476,True,False,False
1097,2004-04-25 09:00:00,0.8,875.0,603.0,1370.0,1206.0,385.0,15.1,43.9,0.7487,True,False,False
1098,2004-04-25 10:00:00,1.0,882.0,621.0,1346.0,1216.0,403.0,16.6,38.6,0.7236,True,False,False
1099,2004-04-25 11:00:00,0.9,862.0,635.0,1320.0,1193.0,393.0,17.2,35.0,0.6789,True,False,False
1100,2004-04-25 12:00:00,1.0,863.0,636.0,1290.0,1185.0,388.0,17.4,33.9,0.6683,True,False,False
1101,2004-04-25 13:00:00,0.8,830.0,596.0,1389.0,1145.0,371.0,17.9,30.7,0.6234,True,False,False
1102,2004-04-25 14:00:00,0.7,807.0,584.0,1488.0,1104.0,347.0,18.3,27.2,0.5675,True,False,False
1103,2004-04-25 15:00:00,0.9,873.0,675.0,1343.0,1181.0,396.0,19.4,25.7,0.5738,True,False,False
1104,2004-04-25 16:00:00,1.3,931.0,739.0,1274.0,1219.0,474.0,20.2,24.1,0.563,True,False,False
1105,2004-04-25 17:00:00,1.4,918.0,748.0,1228.0,1219.0,505.0,19.6,24.9,0.5625,True,False,False
1106,2004-04-25 18:00:00,1.5,1001.0,811.0,1122.0,1344.0,625.0,18.5,27.8,0.5843,True,False,False
1107,2004-04-25 19:00:00,2.7,1169.0,1039.0,883.0,1550.0,941.0,17.8,30.3,0.6129,True,False,False
1108,2004-04-25 20:00:00,2.5,1085.0,907.0,976.0,1419.0,893.0,16.6,34.0,0.6353,True,False,False
1109,2004-04-25 21:00:00,1.4,940.0,769.0,1103.0,1310.0,731.0,15.5,37.0,0.6447,True,False,False
1110,2004-04-25 22:00:00,2.8,1126.0,1083.0,875.0,1654.0,955.0,14.8,39.5,0.6595,True,False,False
1111,2004-04-25 23:00:00,2.1,978.0,858.0,1013.0,1379.0,761.0,14.5,42.0,0.6896,True,False,False
1112,2004-04-26 00:00:00,1.1,893.0,703.0,1192.0,1283.0,515.0,14.1,44.9,0.7206,True,False,False
1113,2004-04-26 01:00:00,0.7,838.0,601.0,1361.0,1220.0,434.0,14.2,45.5,0.7333,True,False,False
1114,2004-04-26 02:00:00,0.4,803.0,527.0,1513.0,1152.0,369.0,14.1,45.3,0.7247,True,False,False
1115,2004-04-26 03:00:00,0.3,775.0,477.0,1722.0,1115.0,335.0,14.0,44.3,0.7038,True,False,False
1116,2004-04-26 04:00:00,,767.0,454.0,1826.0,1091.0,319.0,14.1,43.0,0.689,False,True,False
1117,2004-04-26 05:00:00,0.4,809.0,521.0,1575.0,1158.0,378.0,13.9,43.9,0.6923,True,False,False
1118,2004-04-26 06:00:00,0.8,898.0,676.0,1271.0,1307.0,517.0,14.0,43.8,0.6959,True,False,False
1119,2004-04-26 07:00:00,1.9,1053.0,880.0,982.0,1464.0,786.0,14.4,43.6,0.7113,True,False,False
1120,2004-04-26 08:00:00,2.1,1033.0,934.0,917.0,1490.0,844.0,15.0,41.7,0.7093,True,False,False
1121,2004-04-26 09:00:00,1.4,941.0,780.0,1080.0,1343.0,720.0,16.3,38.4,0.7052,True,False,False
1122,2004-04-26 10:00:00,1.4,941.0,782.0,1102.0,1328.0,668.0,18.3,32.3,0.676,True,False,False
1123,2004-04-26 11:00:00,1.3,917.0,772.0,1098.0,1311.0,605.0,18.8,31.7,0.6821,True,False,False
1124,2004-04-26 12:00:00,1.5,977.0,837.0,1038.0,1413.0,646.0,19.6,30.9,0.6968,True,False,False
1125,2004-04-26 13:00:00,1.6,994.0,851.0,1018.0,1436.0,640.0,20.2,30.7,0.7176,True,False,False
1126,2004-04-26 14:00:00,1.3,942.0,785.0,1065.0,1365.0,571.0,19.7,32.5,0.7396,True,False,False
1127,2004-04-26 15:00:00,1.4,981.0,810.0,1060.0,1395.0,605.0,20.7,31.6,0.7602,True,False,False
1128,2004-04-26 16:00:00,1.5,984.0,832.0,1034.0,1410.0,636.0,20.0,32.7,0.7545,True,False,False
1129,2004-04-26 17:00:00,2.2,1116.0,1003.0,864.0,1625.0,886.0,18.6,35.4,0.7535,True,False,False
1130,2004-04-26 18:00:00,3.2,1181.0,1114.0,787.0,1685.0,1032.0,18.3,35.9,0.7501,True,False,False
1131,2004-04-26 19:00:00,3.0,1163.0,1068.0,811.0,1616.0,977.0,17.8,37.5,0.7568,True,False,False
1132,2004-04-26 20:00:00,2.6,1081.0,950.0,907.0,1496.0,924.0,17.3,38.8,0.7584,True,False,False
1133,2004-04-26 21:00:00,1.6,1017.0,842.0,1000.0,1441.0,846.0,17.3,38.8,0.7596,True,False,False
1134,2004-04-26 22:00:00,1.5,966.0,778.0,1057.0,1359.0,755.0,16.4,40.8,0.7542,True,False,False
1135,2004-04-26 23:00:00,1.2,924.0,709.0,1158.0,1318.0,610.0,16.0,41.4,0.7487,True,False,False
1136,2004-04-27 00:00:00,0.8,861.0,601.0,1351.0,1225.0,439.0,15.4,43.0,0.7482,True,False,False
1137,2004-04-27 01:00:00,0.7,826.0,560.0,1424.0,1197.0,402.0,15.7,42.5,0.7539,True,False,False
1138,2004-04-27 02:00:00,0.5,846.0,557.0,1385.0,1212.0,406.0,15.6,43.4,0.7651,True,False,False
1139,2004-04-27 03:00:00,0.5,842.0,545.0,1423.0,1224.0,424.0,15.2,45.8,0.7864,True,False,False
1140,2004-04-27 04:00:00,,909.0,617.0,1236.0,1302.0,558.0,14.7,49.9,0.828,False,True,False
1141,2004-04-27 05:00:00,0.7,930.0,670.0,1143.0,1339.0,746.0,15.5,47.3,0.8282,True,False,False
1142,2004-04-27 06:00:00,1.4,1120.0,935.0,843.0,1593.0,1126.0,14.4,53.1,0.8677,True,False,False
1143,2004-04-27 07:00:00,4.1,1518.0,1389.0,589.0,2101.0,1703.0,15.9,48.5,0.8704,True,False,False
1144,2004-04-27 08:00:00,4.6,1461.0,1398.0,630.0,2050.0,1628.0,18.1,40.3,0.8294,True,False,False
1145,2004-04-27 09:00:00,1.9,1075.0,896.0,938.0,1487.0,936.0,19.6,35.9,0.81,True,False,False
1146,2004-04-27 10:00:00,1.9,1061.0,908.0,968.0,1455.0,890.0,22.8,29.1,0.796,True,False,False
1147,2004-04-27 11:00:00,1.7,1066.0,931.0,979.0,1474.0,757.0,24.8,25.3,0.7793,True,False,False
1148,2004-04-27 12:00:00,2.4,1179.0,1137.0,829.0,1651.0,949.0,27.2,22.0,0.7785,True,False,False
1149,2004-04-27 13:00:00,3.0,1251.0,1238.0,773.0,1779.0,1109.0,28.2,20.4,0.7677,True,False,False
1150,2004-04-27 14:00:00,2.0,1120.0,1048.0,898.0,1560.0,870.0,25.4,24.2,0.7733,True,False,False
1151,2004-04-27 15:00:00,2.7,1187.0,1142.0,840.0,1651.0,1011.0,25.7,23.8,0.7737,True,False,False
1152,2004-04-27 16:00:00,2.2,1145.0,1066.0,903.0,1592.0,885.0,27.2,22.1,0.7811,True,False,False
1153,2004-04-27 17:00:00,2.9,1215.0,1164.0,817.0,1689.0,1015.0,27.0,22.3,0.786,True,False,False
1154,2004-04-27 18:00:00,3.4,1317.0,1231.0,766.0,1798.0,1155.0,24.5,27.8,0.8433,True,False,False
1155,2004-04-27 19:00:00,3.9,1388.0,1341.0,702.0,1955.0,1315.0,23.7,30.2,0.8718,True,False,False
1156,2004-04-27 20:00:00,3.6,1295.0,1266.0,716.0,1849.0,1359.0,21.5,34.5,0.8746,True,False,False
1157,2004-04-27 21:00:00,2.5,1153.0,1066.0,811.0,1651.0,1194.0,19.9,37.8,0.8675,True,False,False
1158,2004-04-27 22:00:00,1.8,1078.0,932.0,905.0,1511.0,951.0,18.9,40.6,0.8771,True,False,False
1159,2004-04-27 23:00:00,2.0,1133.0,1012.0,806.0,1608.0,1054.0,17.9,43.5,0.884,True,False,False
1160,2004-04-28 00:00:00,1.3,1055.0,899.0,880.0,1504.0,980.0,17.4,46.3,0.9112,True,False,False
1161,2004-04-28 01:00:00,1.0,953.0,735.0,999.0,1396.0,898.0,18.1,44.7,0.9186,True,False,False
1162,2004-04-28 02:00:00,0.6,892.0,639.0,1139.0,1359.0,803.0,16.5,50.1,0.9331,True,False,False
1163,2004-04-28 03:00:00,0.6,895.0,632.0,1167.0,1347.0,684.0,14.2,56.9,0.9141,True,False,False
1164,2004-04-28 04:00:00,,859.0,602.0,1209.0,1321.0,644.0,14.7,56.2,0.9341,False,True,False
1165,2004-04-28 05:00:00,0.5,856.0,619.0,1191.0,1345.0,677.0,16.3,52.8,0.9722,True,False,False
1166,2004-04-28 06:00:00,1.1,1030.0,880.0,892.0,1539.0,996.0,13.9,60.7,0.9597,True,False,False
1167,2004-04-28 07:00:00,5.5,1689.0,1560.0,529.0,2396.0,1736.0,15.0,58.3,0.9876,True,False,False
1168,2004-04-28 08:00:00,4.2,1486.0,1351.0,571.0,2112.0,1692.0,16.1,54.8,0.996,True,False,False
1169,2004-04-28 09:00:00,4.6,1592.0,1423.0,577.0,2155.0,2108.0,19.3,46.4,1.0248,True,False,False
1170,2004-04-28 10:00:00,3.4,1469.0,1252.0,692.0,1903.0,1807.0,24.2,33.8,1.0097,True,False,False
1171,2004-04-28 11:00:00,2.8,1364.0,1205.0,723.0,1850.0,1566.0,26.7,28.7,0.9895,True,False,False
1172,2004-04-28 12:00:00,2.5,1285.0,1123.0,755.0,1741.0,1293.0,27.4,28.2,1.0098,True,False,False
1173,2004-04-28 13:00:00,2.4,1311.0,1170.0,748.0,1787.0,1219.0,28.1,26.9,1.0094,True,False,False
1174,2004-04-28 14:00:00,3.2,1416.0,1348.0,684.0,1969.0,1330.0,27.7,26.5,0.9693,True,False,False
1175,2004-04-28 15:00:00,3.5,1387.0,1318.0,701.0,1890.0,1299.0,28.4,23.4,0.8935,True,False,False
1176,2004-04-28 16:00:00,2.9,1329.0,1185.0,768.0,1750.0,1111.0,28.4,26.0,0.9922,True,False,False
1177,2004-04-28 17:00:00,3.6,1496.0,1292.0,680.0,1878.0,1300.0,27.3,30.0,1.0752,True,False,False
1178,2004-04-28 18:00:00,4.8,1676.0,1525.0,567.0,2226.0,1653.0,24.3,37.3,1.1199,True,False,False
1179,2004-04-28 19:00:00,5.4,1724.0,1510.0,562.0,2252.0,1716.0,23.1,42.2,1.1746,True,False,False
1180,2004-04-28 20:00:00,5.3,1642.0,1426.0,597.0,2117.0,1720.0,21.8,43.6,1.1226,True,False,False
1181,2004-04-28 21:00:00,2.7,1267.0,1088.0,764.0,1740.0,1339.0,19.8,46.8,1.0702,True,False,False
1182,2004-04-28 22:00:00,1.4,1146.0,923.0,845.0,1575.0,1166.0,19.6,49.8,1.1221,True,False,False
1183,2004-04-28 23:00:00,1.6,1216.0,960.0,788.0,1662.0,1256.0,17.9,56.2,1.142,True,False,False
1184,2004-04-29 00:00:00,1.5,1128.0,891.0,838.0,1574.0,1125.0,17.4,55.6,1.0963,True,False,False
1185,2004-04-29 01:00:00,1.0,1042.0,772.0,923.0,1495.0,968.0,16.8,59.5,1.1269,True,False,False
1186,2004-04-29 02:00:00,0.6,926.0,639.0,1115.0,1409.0,814.0,15.9,60.1,1.0806,True,False,False
1187,2004-04-29 03:00:00,0.4,898.0,608.0,1154.0,1386.0,743.0,15.6,61.2,1.0784,True,False,False
1188,2004-04-29 04:00:00,,889.0,617.0,1168.0,1382.0,758.0,14.6,63.4,1.0446,False,True,False
1189,2004-04-29 05:00:00,0.8,959.0,734.0,1038.0,1470.0,861.0,13.3,67.0,1.0203,True,False,False
