shortlist_rank,doi,doi_url,title,authors,year,venue,type,publisher,volume,issue,pages,article_number,crossref_cited_by,relevance_score,primary_topic,topics,is_review_title,is_dataset_title,has_abstract,screening_decision,screening_reason,matched_title_categories,exact_normalized_title_doi_count,provenance
109,10.1109/mhtc65808.2025.11086438,https://doi.org/10.1109/mhtc65808.2025.11086438,Wireless Environmental Monitoring with a Mobile Rover: A Multi-Sensor Approach,Andres Rojano Martínez; Mariana N. Ibarra Bonilla,2025,2025 IEEE Mexican Humanitarian Technology Conference (MHTC),proceedings-article,IEEE,,,144-149,,0,16,robotic_environmental_monitoring,"[""robotic_environmental_monitoring""]",False,False,False,metadata_candidate,robotic_environmental_monitoring,"[""robot"", ""env"", ""sensor"", ""outdoor""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 400, ""api_score"": 16.738857, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 399}]"
110,10.3390/agriengineering4040053,https://doi.org/10.3390/agriengineering4040053,Autonomous Vineyard Tracking Using a Four-Wheel-Steering Mobile Robot and a 2D LiDAR,Dimia Iberraken; Florian Gaurier; Jean-Christophe Roux; Colin Chaballier; Roland Lenain,2022,AgriEngineering,journal-article,MDPI AG,4,4,826-846,,22,15,four_wheel_steering,"[""four_wheel_steering"", ""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,four_wheel_steering;outdoor_navigation_fusion,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 25, ""api_score"": 35.10904, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 24}]"
111,10.3390/s24041066,https://doi.org/10.3390/s24041066,Calibration of a Low-Cost Methane Sensor Using Machine Learning,Hazel Louise Mitchell; Simon J. Cox; Hugh G. Lewis,2024,Sensors,journal-article,MDPI AG,24,4,1066,,10,15,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 146, ""api_score"": 25.898046, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 145}]"
112,10.1115/1.4070719,https://doi.org/10.1115/1.4070719,Intelligent Flying Chemical Sensor Network for Gas-Leak Localization and Mapping,Joseph R. Bourne; Kam K. Leang,2025,ASME Letters in Translational Robotics,journal-article,ASME International,1,3,,031003,0,15,outdoor_navigation_fusion,"[""robotic_environmental_monitoring"", ""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;outdoor_navigation_fusion,"[""env"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 95, ""api_score"": 24.572174, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 94}]"
113,10.1561/2300000073,https://doi.org/10.1561/2300000073,A Survey of Decision-Theoretic Approaches for Robotic Environmental Monitoring,Yoonchang Sung; Zhiang Chen; Jnaneshwar Das; Pratap Tokekar,2023,Foundations and Trends® in Robotics,journal-article,Emerald,11,4,225-315,,10,14,robotic_environmental_monitoring,"[""robotic_environmental_monitoring""]",True,False,True,metadata_candidate,robotic_environmental_monitoring,"[""robot"", ""env"", ""sensor"", ""review""]",1,"[{""query_id"": ""Q10"", ""query_rank"": 384, ""api_score"": 15.978862, ""raw_file"": ""raw_crossref\\Q10_environmental_robotics_datasets.json"", ""raw_item_index"": 383}]"
114,10.1016/j.atmosenv.2020.117440,https://doi.org/10.1016/j.atmosenv.2020.117440,The calibration and deployment of a low-cost methane sensor,Stuart N. Riddick; Denise L. Mauzerall; Michael Celia; Grant Allen; Joseph Pitt; Mary Kang; John C. Riddick,2020,Atmospheric Environment,journal-article,Elsevier BV,230,,117440,117440,43,14,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,False,metadata_candidate,embedded_environmental_sensing,"[""env"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 327, ""api_score"": 22.788202, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 326}]"
115,10.3390/s131014133,https://doi.org/10.3390/s131014133,Multi Sensor Fusion Framework for Indoor-Outdoor Localization of Limited Resource Mobile Robots,Leonardo Marín; Marina Vallés; Ángel Soriano; Ángel Valera; Pedro Albertos,2013,Sensors,journal-article,MDPI AG,13,10,14133-14160,,36,14,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""sensor"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 73, ""api_score"": 26.553478, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 72}]"
116,10.1109/tro.2008.2004887,https://doi.org/10.1109/tro.2008.2004887,Gaussian Process Models for Indoor and Outdoor Sensor-Centric Robot Localization,A. Brooks; A. Makarenko; B. Upcroft,2008,IEEE Transactions on Robotics,journal-article,Institute of Electrical and Electronics Engineers (IEEE),24,6,1341-1351,,28,14,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,False,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""sensor"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 268, ""api_score"": 23.015314, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 267}]"
117,10.3390/s16081255,https://doi.org/10.3390/s16081255,A Novel Cloud-Based Service Robotics Application to Data Center Environmental Monitoring,Ludovico Russo; Stefano Rosa; Marcello Maggiora; Basilio Bona,2016,Sensors,journal-article,MDPI AG,16,8,1255,,19,14,robotic_environmental_monitoring,"[""robotic_environmental_monitoring""]",False,False,True,metadata_candidate,robotic_environmental_monitoring,"[""robot"", ""env"", ""sensor""]",1,"[{""query_id"": ""Q10"", ""query_rank"": 164, ""api_score"": 17.185436, ""raw_file"": ""raw_crossref\\Q10_environmental_robotics_datasets.json"", ""raw_item_index"": 163}]"
118,10.3390/s24237482,https://doi.org/10.3390/s24237482,Resilient Multi-Robot Coverage Path Redistribution Using Boustrophedon Decomposition for Environmental Monitoring,Junghwan Gong; Hyunbin Kim; Seunghwan Lee,2024,Sensors,journal-article,MDPI AG,24,23,7482,,15,14,robotic_environmental_monitoring,"[""robotic_environmental_monitoring""]",False,False,True,metadata_candidate,robotic_environmental_monitoring,"[""robot"", ""env"", ""sensor""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 215, ""api_score"": 17.769588, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 214}]"
119,10.1007/978-94-017-2376-3_3,https://doi.org/10.1007/978-94-017-2376-3_3,"Distributed Heterogeneous Sensing for Outdoor Multi-Robot Localization, Mapping, and Path Planning",Lynne E. Parker; Kingsley Fregene; Yi Guo; Raj Madhavan,2002,Multi-Robot Systems: From Swarms to Intelligent Automata,book-chapter,Springer Netherlands,,,21-30,,10,14,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,False,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""sensor"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 298, ""api_score"": 22.783073, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 297}]"
120,10.1039/d2ea00100d,https://doi.org/10.1039/d2ea00100d,Laboratory and field evaluation of a low-cost methane sensor and key environmental factors for sensor calibration,Joyce J. Y. Lin; Colby Buehler; Abhirup Datta; Drew R. Gentner; Kirsten Koehler; Misti Levy Zamora,2023,Environmental Science: Atmospheres,journal-article,Royal Society of Chemistry (RSC),3,4,683-694,,9,14,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 315, ""api_score"": 22.862411, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 314}]"
121,10.1109/icet.2018.8603597,https://doi.org/10.1109/icet.2018.8603597,Robot Localization in Indoor and Outdoor Environments by Multi-sensor Fusion,Sofia Yousuf; Muhammad Bilal Kadri,2018,2018 14th International Conference on Emerging Technologies (ICET),proceedings-article,IEEE,,,1-6,,8,14,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,False,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""sensor"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 35, ""api_score"": 28.930918, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 34}]"
122,10.1109/iros.2010.5649693,https://doi.org/10.1109/iros.2010.5649693,Autonomous navigation of mobile robot based on DGPS/INS sensor fusion by EKF in semi-outdoor structured environment,Heesung Chae; Christiand; Sunglok Choi; Wonpil Yu; Jaeil Cho,2010,2010 IEEE/RSJ International Conference on Intelligent Robots and Systems,proceedings-article,IEEE,,,1222-1227,,8,14,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,False,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""sensor"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 21, ""api_score"": 30.074564, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 20}]"
123,10.3389/frobt.2025.1492526,https://doi.org/10.3389/frobt.2025.1492526,Reinforcement learning-based dynamic field exploration and reconstruction using multi-robot systems for environmental monitoring,Thinh Lu; Divyam Sobti; Deepak Talwar; Wencen Wu,2025,Frontiers in Robotics and AI,journal-article,Frontiers Media SA,12,,,1492526,6,14,robotic_environmental_monitoring,"[""robotic_environmental_monitoring""]",False,False,True,metadata_candidate,robotic_environmental_monitoring,"[""robot"", ""env"", ""sensor""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 157, ""api_score"": 18.317709, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 156}, {""query_id"": ""Q10"", ""query_rank"": 443, ""api_score"": 15.778685, ""raw_file"": ""raw_crossref\\Q10_environmental_robotics_datasets.json"", ""raw_item_index"": 442}]"
124,10.21236/ada607968,https://doi.org/10.21236/ada607968,Infrared Stereo Calibration for Unmanned Ground Vehicle Navigation,Josh Harguess; Shawn Strange,2014,,report,Defense Technical Information Center,,,,,6,14,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,False,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""calib"", ""nav"", ""outdoor""]",2,"[{""query_id"": ""Q02"", ""query_rank"": 37, ""api_score"": 27.822342, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 36}]"
125,10.3390/electronics14050867,https://doi.org/10.3390/electronics14050867,Multi-Sensor Information Fusion for Mobile Robot Indoor-Outdoor Localization: A Zonotopic Set-Membership Estimation Approach,Yanfei Zhu; Xuanyu Fang; Chuanjiang Li,2025,Electronics,journal-article,MDPI AG,14,5,867,,5,14,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""sensor"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 7, ""api_score"": 33.871517, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 6}]"
126,10.1109/aics60730.2023.10470795,https://doi.org/10.1109/aics60730.2023.10470795,Extreme Learning Machines for Calibration and Prediction in Wireless Sensor Networks: Advancing Environmental Monitoring Efficiency,Asif Yar; Shagufta Henna; Marion McAfee; Salem S. Gharbia,2023,2023 31st Irish Conference on Artificial Intelligence and Cognitive Science (AICS),proceedings-article,IEEE,,,1-4,,3,14,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,False,metadata_candidate,embedded_environmental_sensing,"[""env"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 307, ""api_score"": 21.667545, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 306}]"
127,10.3389/frobt.2018.00052,https://doi.org/10.3389/frobt.2018.00052,Simulating Fine-Scale Marine Pollution Plumes for Autonomous Robotic Environmental Monitoring,Muhammad Fahad; Yi Guo; Brian Bingham,2018,Frontiers in Robotics and AI,journal-article,Frontiers Media SA,5,,,52,2,14,robotic_environmental_monitoring,"[""robotic_environmental_monitoring""]",False,False,True,metadata_candidate,robotic_environmental_monitoring,"[""robot"", ""env"", ""sensor""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 313, ""api_score"": 17.11057, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 312}, {""query_id"": ""Q10"", ""query_rank"": 192, ""api_score"": 17.013144, ""raw_file"": ""raw_crossref\\Q10_environmental_robotics_datasets.json"", ""raw_item_index"": 191}]"
128,10.1109/issc61953.2024.10603082,https://doi.org/10.1109/issc61953.2024.10603082,Accelerating Deep Learning for Self-Calibration in Large-Scale Uncontrolled Wireless Sensor Networks for Environmental Monitoring,Asif Yar; Shagufta Henna; Marion McAfee; Salem S. Gharbia,2024,2024 35th Irish Signals and Systems Conference (ISSC),proceedings-article,IEEE,,,01-06,,1,14,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,False,metadata_candidate,embedded_environmental_sensing,"[""env"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 248, ""api_score"": 22.214056, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 247}]"
129,10.1016/j.array.2026.100813,https://doi.org/10.1016/j.array.2026.100813,Accelerating graph-based deep learning for self-calibration in large-scale uncontrolled wireless sensor networks for environmental monitoring,Asif Yar; Shagufta Henna; Marion McAfee,2026,Array,journal-article,Elsevier BV,30,,100813,100813,0,14,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,False,metadata_candidate,embedded_environmental_sensing,"[""env"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 133, ""api_score"": 23.293598, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 132}]"
130,10.30564/jees.v8i4.13213,https://doi.org/10.30564/jees.v8i4.13213,Autonomous Multi-Robot Systems for Real-Time Environmental Monitoring and Disaster Response,Xiaolan Li; Xinrong Ma; Yanwei Xu,2026,Journal of Environmental & Earth Sciences,journal-article,Bilingual Publishing Group,,,184-202,,0,14,robotic_environmental_monitoring,"[""robotic_environmental_monitoring""]",False,False,True,metadata_candidate,robotic_environmental_monitoring,"[""robot"", ""env"", ""sensor""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 239, ""api_score"": 17.510736, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 238}]"
131,10.3390/app16157524,https://doi.org/10.3390/app16157524,Environmental Monitoring for Smart Logistics: A Hybrid Mobile–Fixed Sensor Fusion Framework,Elvezia Maria Cepolina; Pardis Ahmadi; Luca Tavanti; Lucanos Strambini,2026,Applied Sciences,journal-article,MDPI AG,16,15,7524,,0,14,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 362, ""api_score"": 22.29893, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 361}]"
132,10.3390/s26061761,https://doi.org/10.3390/s26061761,Reinforcement Learning-Based Control of a 4-Wheel Independent Steering Mobile Robot for Robust Path Tracking in Outdoor Environments,Hyoseok Lee; Hyun-Min Joe,2026,Sensors,journal-article,MDPI AG,26,6,1761,,0,14,four_wheel_steering,"[""four_wheel_steering""]",False,False,True,metadata_candidate,four_wheel_steering,"[""robot"", ""steer"", ""outdoor""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 18, ""api_score"": 36.343872, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 17}]"
133,10.63056/ijair.1.1.2025.88,https://doi.org/10.63056/ijair.1.1.2025.88,Sustainable Robotics: Leveraging AI for Energy Efficiency and Environmental Monitoring,Zainab Nisar,2025,International Journal of Advanced and Innovative Research (IJAIR),journal-article,Academia (Private) Limited,1,1,27-32,,0,14,robotic_environmental_monitoring,"[""robotic_environmental_monitoring""]",False,False,True,metadata_candidate,robotic_environmental_monitoring,"[""robot"", ""env"", ""sensor""]",1,"[{""query_id"": ""Q10"", ""query_rank"": 242, ""api_score"": 16.770075, ""raw_file"": ""raw_crossref\\Q10_environmental_robotics_datasets.json"", ""raw_item_index"": 241}]"
134,10.1109/idaacs-sws.2012.6377642,https://doi.org/10.1109/idaacs-sws.2012.6377642,A mobile wireless sensor network simulation framework for outdoor environmental monitoring applications,Mircea Ionel Strutu; Dan Popescu,2012,2012 IEEE 1st International Symposium on Wireless Systems (IDAACS-SWS),proceedings-article,IEEE,,,96-101,,0,14,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,False,metadata_candidate,embedded_environmental_sensing,"[""env"", ""sensor"", ""outdoor"", ""embedded""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 116, ""api_score"": 25.351336, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 115}]"
135,10.1016/j.compag.2022.107410,https://doi.org/10.1016/j.compag.2022.107410,Navigation and control development for a four-wheel-steered mobile orchard robot using model-based design,Satyam Raikwar; Jens Fehrmann; Thomas Herlitzius,2022,Computers and Electronics in Agriculture,journal-article,Elsevier BV,202,,107410,107410,79,13,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer"", ""nav""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 308, ""api_score"": 25.440487, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 307}]"
136,10.1088/1361-6501/ac17fb,https://doi.org/10.1088/1361-6501/ac17fb,GNSS/INS/ODO/wheel angle integrated navigation algorithm for an all-wheel steering robot,Zaixing Zhang; Xiaoji Niu; Hailiang Tang; Qijin Chen; Tisheng Zhang,2021,Measurement Science and Technology,journal-article,IOP Publishing,32,11,115122,,27,13,four_wheel_steering,"[""four_wheel_steering""]",False,False,True,metadata_candidate,four_wheel_steering,"[""robot"", ""steer"", ""nav""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 385, ""api_score"": 24.632, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 384}]"
137,10.3182/20130410-3-cn-2034.00092,https://doi.org/10.3182/20130410-3-cn-2034.00092,Mechatronic Design of a Four Wheel Steering Mobile Robot with Fault-Tolerant Odometry Feedback,Reza Oftadeh; Mohammad M. Aref; Reza Ghabcheloo; Jouni Mattila,2013,IFAC Proceedings Volumes,journal-article,Elsevier BV,46,5,663-669,,13,13,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer"", ""nav""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 33, ""api_score"": 33.937645, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 32}]"
138,10.22616/erdev2018.17.n503,https://doi.org/10.22616/erdev2018.17.n503,Soil sampling automation case-study using unmanned ground vehicle,Eero Vaeljaots; Henri Lehiste; Meelik Kiik; Tonu Leemet,2018,Engineering for Rural Development,proceedings-article,Latvia University of Agriculture,,,,,7,13,robotic_sampling,"[""robotic_sampling""]",False,False,False,metadata_candidate,robotic_sampling,"[""robot"", ""outdoor"", ""sampling""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 336, ""api_score"": 23.255608, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 335}]"
139,10.2316/j.2021.206-0368,https://doi.org/10.2316/j.2021.206-0368,NAVIGATION MODEL FOR FOUR-WHEEL MOBILE ROBOT: A BOND GRAPH AND ROBOT OPERATING SYSTEM APPROACH,Rajmeet Singh∗; Tarun K. Bera∗,2021,International Journal of Robotics and Automation,journal-article,ACTA Press,36,5,,,5,13,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer"", ""nav""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 109, ""api_score"": 29.763535, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 108}]"
140,10.1016/j.ifacol.2025.10.252,https://doi.org/10.1016/j.ifacol.2025.10.252,Integrated-Kinematic Modeling and Autonomous Navigation Performance Analysis of Four-Wheel Independent Steering Mobile Robot,Seungmin Kim; Youngeun Song,2025,IFAC-PapersOnLine,journal-article,Elsevier BV,59,18,391-396,,2,13,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer"", ""nav""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 2, ""api_score"": 43.23964, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 1}]"
141,10.1109/rap.2026.3676941,https://doi.org/10.1109/rap.2026.3676941,Design and Integration of a Compact Mobile Outdoor Soil Sampling Agricultural Robot,Christopher Masuo; Peter Wang; Andrzej Nycz; Udaya C Kalluri,2026,IEEE Robotics and Automation Practice,journal-article,Institute of Electrical and Electronics Engineers (IEEE),1,,71-75,,0,13,robotic_sampling,"[""robotic_sampling""]",False,False,False,metadata_candidate,robotic_sampling,"[""robot"", ""outdoor"", ""sampling""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 352, ""api_score"": 22.351772, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 351}, {""query_id"": ""Q09"", ""query_rank"": 243, ""api_score"": 21.104288, ""raw_file"": ""raw_crossref\\Q09_robotic_sampling.json"", ""raw_item_index"": 242}]"
142,10.1109/ccdc65474.2025.11090895,https://doi.org/10.1109/ccdc65474.2025.11090895,A Path Planning Method for the Four-Wheel Steering Mobile Robot,Ming Huang; Yu Wen; Ze Liu; Ting Lan,2025,2025 37th Chinese Control and Decision Conference (CCDC),proceedings-article,IEEE,,,5293-5298,,0,13,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer"", ""nav""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 15, ""api_score"": 36.93957, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 14}]"
143,10.1109/icras65818.2025.11108938,https://doi.org/10.1109/icras65818.2025.11108938,Visual Servoing Control Algorithms for a Crop Row Navigation of a Four-Wheel Steering Robot,Carlos Avila; Celso De-La-Cruz; Joaquin Gonzalez; Erik Vilcarromero; Miguel Cataño,2025,2025 9th International Conference on Robotics and Automation Sciences (ICRAS),proceedings-article,IEEE,,,1-6,,0,13,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer"", ""nav""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 208, ""api_score"": 27.258465, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 207}]"
144,10.29327/9786527215080.1295033,https://doi.org/10.29327/9786527215080.1295033,Steering Controller and Odometry for Four-Wheel-Steering Robots,Walter Fetter Lages,2025,Proceedings of the VI Brazilian Humanoid Robot Workshop (BRAHUR) and the VII Brazilian Workshop on Service Robotics (BRASERO),proceedings-article,Even3,,,,,0,13,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer"", ""nav""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 38, ""api_score"": 33.5933, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 37}]"
145,10.1088/1361-6439/ac5b98,https://doi.org/10.1088/1361-6439/ac5b98,A review of MEMS-based metal oxide semiconductors gas sensor in Mainland China,Gaoqiang Niu; Fei Wang,2022,Journal of Micromechanics and Microengineering,journal-article,IOP Publishing,32,5,054003,,55,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",True,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor"", ""review""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 263, ""api_score"": 22.030556, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 262}]"
146,10.3390/su18136867,https://doi.org/10.3390/su18136867,From Benchmark Accuracy to Field Performance: Hybrid Deep Learning-Based Plant Disease Classification with IoT-Enabled Environmental Monitoring,Jalampelli Thirupathi; Nandagopal Malarvizhi; Potula Sree Brahmanandam,2026,Sustainability,journal-article,MDPI AG,18,13,6867,,0,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,True,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""sensor"", ""embedded"", ""dataset""]",1,"[{""query_id"": ""Q10"", ""query_rank"": 90, ""api_score"": 18.24784, ""raw_file"": ""raw_crossref\\Q10_environmental_robotics_datasets.json"", ""raw_item_index"": 89}]"
147,10.3390/chemosensors5020017,https://doi.org/10.3390/chemosensors5020017,Two-Dimensional Zinc Oxide Nanostructures for Gas Sensor Applications,Salvatore Leonardi,2017,Chemosensors,journal-article,MDPI AG,5,2,17,,176,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 462, ""api_score"": 20.608402, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 461}]"
148,10.3390/s150101252,https://doi.org/10.3390/s150101252,A Customized Metal Oxide Semiconductor-Based Gas Sensor Array for Onion Quality Evaluation: System Development and Characterization,Tharun Konduru; Glen Rains; Changying Li,2015,Sensors,journal-article,MDPI AG,15,1,1252-1273,,63,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 202, ""api_score"": 22.60942, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 201}]"
149,10.36227/techrxiv.17050970,https://doi.org/10.36227/techrxiv.17050970,A Mobile Semi-Autonomous Robot For Soil Sampling,Vistasp Edulji; Sumedh Soman; Atharva Pradhan; Jay Shah,2021,,posted-content,Institute of Electrical and Electronics Engineers (IEEE),,,,,1,12,robotic_sampling,"[""robotic_sampling""]",False,False,True,metadata_candidate,robotic_sampling,"[""robot"", ""sampling""]",2,"[{""query_id"": ""Q09"", ""query_rank"": 38, ""api_score"": 24.17142, ""raw_file"": ""raw_crossref\\Q09_robotic_sampling.json"", ""raw_item_index"": 37}]"
