shortlist_rank,doi,doi_url,title,authors,year,venue,type,publisher,volume,issue,pages,article_number,crossref_cited_by,relevance_score,primary_topic,topics,is_review_title,is_dataset_title,has_abstract,screening_decision,screening_reason,matched_title_categories,exact_normalized_title_doi_count,provenance
,10.1039/d6ra00366d/v1/review1,https://doi.org/10.1039/d6ra00366d/v1/review1,"Review for ""Sensitive and selective NiFe2O4 based-gas sensor for hazardous hydrogen sulfide (H2S) monitoring""",,2026,,peer-review,Royal Society of Chemistry (RSC),,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""gas"", ""sensor"", ""review""]",3,"[{""query_id"": ""Q05"", ""query_rank"": 383, ""api_score"": 21.165718, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 382}]"
,10.1039/d6ra00366d/v1/review2,https://doi.org/10.1039/d6ra00366d/v1/review2,"Review for ""Sensitive and selective NiFe2O4 based-gas sensor for hazardous hydrogen sulfide (H2S) monitoring""",,2026,,peer-review,Royal Society of Chemistry (RSC),,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""gas"", ""sensor"", ""review""]",3,"[{""query_id"": ""Q05"", ""query_rank"": 384, ""api_score"": 21.162186, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 383}]"
,10.1039/d6ra00366d/v2/review1,https://doi.org/10.1039/d6ra00366d/v2/review1,"Review for ""Sensitive and selective NiFe2O4 based-gas sensor for hazardous hydrogen sulfide (H2S) monitoring""",,2026,,peer-review,Royal Society of Chemistry (RSC),,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""gas"", ""sensor"", ""review""]",3,"[{""query_id"": ""Q05"", ""query_rank"": 382, ""api_score"": 21.169613, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 381}]"
,10.1108/sr-01-2026-0054,https://doi.org/10.1108/sr-01-2026-0054,Corrigendum: Machine learning-enhanced metal oxide gas sensor arrays: a review of selectivity and performance improvements,,2026,Sensor Review,journal-article,Emerald,46,3,503-503,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,out_of_scope_or_notice_or_administrative_title,"[""env"", ""gas"", ""sensor"", ""review""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 31, ""api_score"": 25.93966, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 30}]"
,10.3390/robotics15080142,https://doi.org/10.3390/robotics15080142,"Mobile Robot Localization and SLAM: A Critical Review of Sensors, Multi-Sensor Fusion, and Neural Representations",José Miguel Guerrero Hernández; Rodrigo Pérez-Rodríguez; Juan S. Cely; Esther Aguado; Francisco Martín Rico,2026,Robotics,journal-article,MDPI AG,15,8,142,,0,9,other,[],True,False,True,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""robot"", ""sensor"", ""nav"", ""review""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 312, ""api_score"": 22.703516, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 311}]"
,10.62051/ijmee.v8n3.03,https://doi.org/10.62051/ijmee.v8n3.03,Review on SLAM of Mobile Robot for Processing Inspection Based on Multi-Sensor Fusion,Chenghuang Ye; Ruiyou Huang; Xiubao Zheng; Xiaoyu Feng; Zhangyu Zhang,2026,International Journal of Mechanical and Electrical Engineering,journal-article,Warwick Evans Publishing,8,3,23-27,,0,9,other,[],True,False,True,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""robot"", ""sensor"", ""nav"", ""review""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 347, ""api_score"": 22.437603, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 346}]"
,10.1039/d4ra06125j/v1/review1,https://doi.org/10.1039/d4ra06125j/v1/review1,"Review for ""Synergistic integration of plasmonic and perovskite nanosurfaces to create a multi-gas sensor for environmental monitoring""",,2024,,peer-review,Royal Society of Chemistry (RSC),,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""gas"", ""sensor"", ""review""]",3,"[{""query_id"": ""Q05"", ""query_rank"": 43, ""api_score"": 25.505005, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 42}]"
,10.1039/d4ra06125j/v1/review2,https://doi.org/10.1039/d4ra06125j/v1/review2,"Review for ""Synergistic integration of plasmonic and perovskite nanosurfaces to create a multi-gas sensor for environmental monitoring""",,2024,,peer-review,Royal Society of Chemistry (RSC),,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""gas"", ""sensor"", ""review""]",3,"[{""query_id"": ""Q05"", ""query_rank"": 45, ""api_score"": 25.499357, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 44}]"
,10.1039/d4ra06125j/v2/review1,https://doi.org/10.1039/d4ra06125j/v2/review1,"Review for ""Synergistic integration of plasmonic and perovskite nanosurfaces to create a multi-gas sensor for environmental monitoring""",,2024,,peer-review,Royal Society of Chemistry (RSC),,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""gas"", ""sensor"", ""review""]",3,"[{""query_id"": ""Q05"", ""query_rank"": 44, ""api_score"": 25.499357, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 43}]"
,10.1117/12.3032586,https://doi.org/10.1117/12.3032586,Review of multi-sensor fusion SLAM for mobile robot,Jun Dai; Yingying Lei; Junwei Zhao; Yundong Mei,2024,Eleventh International Symposium on Precision Mechanical Measurements,proceedings-article,SPIE,,,54,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""robot"", ""sensor"", ""nav"", ""review""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 192, ""api_score"": 24.071402, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 191}]"
,10.54254/2755-2721/80/2024ch0087,https://doi.org/10.54254/2755-2721/80/2024ch0087,A Review of Multi-Sensor Fusion Techniques for Indoor Mobile Robot Navigation,Tianyi Shan,2024,Applied and Computational Engineering,journal-article,EWA Publishing,80,1,175-180,,0,9,other,[],True,False,True,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""robot"", ""sensor"", ""nav"", ""review""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 88, ""api_score"": 26.02038, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 87}]"
,10.1039/d3ea00086a/v1/review1,https://doi.org/10.1039/d3ea00086a/v1/review1,"Review for ""A national crowdsourced network of low-cost fine particulate matter and aerosol optical depth monitors: results from the 2021 wildfire season in the United States""",,2023,,peer-review,Royal Society of Chemistry (RSC),,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""air"", ""embedded"", ""review""]",6,"[{""query_id"": ""Q04"", ""query_rank"": 167, ""api_score"": 25.40308, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 166}]"
,10.1039/d3ea00086a/v1/review2,https://doi.org/10.1039/d3ea00086a/v1/review2,"Review for ""A national crowdsourced network of low-cost fine particulate matter and aerosol optical depth monitors: results from the 2021 wildfire season in the United States""",,2023,,peer-review,Royal Society of Chemistry (RSC),,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""air"", ""embedded"", ""review""]",6,"[{""query_id"": ""Q04"", ""query_rank"": 162, ""api_score"": 25.444233, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 161}]"
,10.1039/d3ea00086a/v1/review3,https://doi.org/10.1039/d3ea00086a/v1/review3,"Review for ""A national crowdsourced network of low-cost fine particulate matter and aerosol optical depth monitors: results from the 2021 wildfire season in the United States""",,2023,,peer-review,Royal Society of Chemistry (RSC),,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""air"", ""embedded"", ""review""]",6,"[{""query_id"": ""Q04"", ""query_rank"": 170, ""api_score"": 25.373417, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 169}]"
,10.1039/d3ea00086a/v2/review1,https://doi.org/10.1039/d3ea00086a/v2/review1,"Review for ""A national crowdsourced network of low-cost fine particulate matter and aerosol optical depth monitors: results from the 2021 wildfire season in the United States""",,2023,,peer-review,Royal Society of Chemistry (RSC),,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""air"", ""embedded"", ""review""]",6,"[{""query_id"": ""Q04"", ""query_rank"": 165, ""api_score"": 25.438658, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 164}]"
,10.1039/d3ea00086a/v2/review2,https://doi.org/10.1039/d3ea00086a/v2/review2,"Review for ""A national crowdsourced network of low-cost fine particulate matter and aerosol optical depth monitors: results from the 2021 wildfire season in the United States""",,2023,,peer-review,Royal Society of Chemistry (RSC),,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""air"", ""embedded"", ""review""]",6,"[{""query_id"": ""Q04"", ""query_rank"": 166, ""api_score"": 25.412842, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 165}]"
,10.1039/d3ea00086a/v2/review3,https://doi.org/10.1039/d3ea00086a/v2/review3,"Review for ""A national crowdsourced network of low-cost fine particulate matter and aerosol optical depth monitors: results from the 2021 wildfire season in the United States""",,2023,,peer-review,Royal Society of Chemistry (RSC),,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""air"", ""embedded"", ""review""]",6,"[{""query_id"": ""Q04"", ""query_rank"": 164, ""api_score"": 25.440342, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 163}]"
,10.32388/nx478h,https://doi.org/10.32388/nx478h,"Review of: ""Simulation of gas sensing mechanism of porous metal oxide semiconductor sensor based on finite element analysis""",Tong Zhang,2021,,peer-review,Qeios Ltd,,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""gas"", ""sensor"", ""review""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 28, ""api_score"": 26.184114, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 27}]"
,10.5194/amt-2019-408-rc2,https://doi.org/10.5194/amt-2019-408-rc2,"Review of ""Integration and calibration of NDIR CO2 low-cost sensors, and their operation in a sensor network covering Switzerland"" by Mueller et al.",,2019,,peer-review,Copernicus GmbH,,,,,0,9,other,[],True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""calib"", ""sensor"", ""embedded"", ""review""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 138, ""api_score"": 26.606812, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 137}]"
,10.3390/robotics9020040,https://doi.org/10.3390/robotics9020040,Benchmark Dataset Based on Category Maps with Indoor–Outdoor Mixed Features for Positional Scene Recognition by a Mobile Robot,Hirokazu Madokoro; Hanwool Woo; Stephanie Nix; Kazuhito Sato,2020,Robotics,journal-article,MDPI AG,9,2,40,,4,9,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,True,True,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""robot"", ""outdoor"", ""dataset""]",1,"[{""query_id"": ""Q10"", ""query_rank"": 2, ""api_score"": 22.633476, ""raw_file"": ""raw_crossref\\Q10_environmental_robotics_datasets.json"", ""raw_item_index"": 1}]"
,10.1038/s41597-026-08063-9,https://doi.org/10.1038/s41597-026-08063-9,Extensive Environmental Monitoring Dataset from the Rad Nano Dosimeter Experiment of the Axiom-4 Spaceflight,Gábor Géczy; István Seres,2026,Scientific Data,journal-article,Springer Science and Business Media LLC,,,,,0,9,particulate_air_quality,"[""particulate_air_quality""]",False,True,True,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""sensor"", ""dataset""]",1,"[{""query_id"": ""Q10"", ""query_rank"": 172, ""api_score"": 17.128345, ""raw_file"": ""raw_crossref\\Q10_environmental_robotics_datasets.json"", ""raw_item_index"": 171}]"
,10.1016/j.snb.2006.09.047,https://doi.org/10.1016/j.snb.2006.09.047,Metal oxide-based gas sensor research: How to?,N BARSAN; D KOZIEJ; U WEIMAR,2007,Sensors and Actuators B: Chemical,journal-article,Elsevier BV,121,1,18-35,,1567,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 210, ""api_score"": 22.578926, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 209}]"
,10.3390/s100605469,https://doi.org/10.3390/s100605469,Metal Oxide Semi-Conductor Gas Sensors in Environmental Monitoring,George F. Fine; Leon M. Cavanagh; Ayo Afonja; Russell Binions,2010,Sensors,journal-article,MDPI AG,10,6,5469-5502,,1352,9,other,[],False,False,True,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",2,"[{""query_id"": ""Q05"", ""query_rank"": 15, ""api_score"": 27.98905, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 14}]"
,10.1039/c5ra14322e,https://doi.org/10.1039/c5ra14322e,Noble metal@metal oxide semiconductor core@shell nano-architectures as a new platform for gas sensor applications,Prabhakar Rai; Sanjit Manohar Majhi; Yeon-Tae Yu; Jong-Heun Lee,2015,RSC Advances,journal-article,Royal Society of Chemistry (RSC),5,93,76229-76248,,221,9,other,[],False,False,True,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 193, ""api_score"": 22.734966, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 192}]"
,10.1039/c5nr01924a,https://doi.org/10.1039/c5nr01924a,Hydrogen gas sensor based on metal oxide nanoparticles decorated graphene transistor,Zhangyuan Zhang; Xuming Zou; Lei Xu; Lei Liao; Wei Liu; Johnny Ho; Xiangheng Xiao; Changzhong Jiang; Jinchai Li,2015,Nanoscale,journal-article,Royal Society of Chemistry (RSC),7,22,10078-10084,,201,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 487, ""api_score"": 20.527164, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 486}]"
,10.1109/jproc.1997.554212,https://doi.org/10.1109/jproc.1997.554212,Sensor Fusion for Mobile Robot Navigation,M. Kam; Xiaoxun Zhu; P. Kalata,1997,Proceedings of the IEEE,journal-article,Institute of Electrical and Electronics Engineers (IEEE),85,1,108-119,,177,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""robot"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 67, ""api_score"": 26.702587, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 66}]"
,10.1021/acssensors.1c00115,https://doi.org/10.1021/acssensors.1c00115,Selective Discrimination of VOCs Applying Gas Sensing Kinetic Analysis over a Metal Oxide-Based Chemiresistive Gas Sensor,Snehanjan Acharyya; Sudip Nag; Sanjay Kimbahune; Avik Ghose; Arpan Pal; Prasanta Kumar Guha,2021,ACS Sensors,journal-article,American Chemical Society (ACS),6,6,2218-2224,,174,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 306, ""api_score"": 21.674192, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 305}]"
,10.1016/j.pmcj.2012.09.002,https://doi.org/10.1016/j.pmcj.2012.09.002,Participatory noise mapping works! An evaluation of participatory sensing as an alternative to standard techniques for environmental monitoring,Ellie D’Hondt; Matthias Stevens; An Jacobs,2013,Pervasive and Mobile Computing,journal-article,Elsevier BV,9,5,681-694,,174,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 412, ""api_score"": 16.67863, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 411}]"
,10.1109/70.681240,https://doi.org/10.1109/70.681240,Dempster-Shafer theory for sensor fusion in autonomous mobile robots,R.R. Murphy,1998,IEEE Transactions on Robotics and Automation,journal-article,Institute of Electrical and Electronics Engineers (IEEE),14,2,197-206,,163,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""robot"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 112, ""api_score"": 25.376514, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 111}]"
,10.1016/j.snb.2015.10.050,https://doi.org/10.1016/j.snb.2015.10.050,Metal oxide catalyst assisted SnO2 thin film based SO2 gas sensor,Punit Tyagi; Anjali Sharma; Monika Tomar; Vinay Gupta,2016,Sensors and Actuators B: Chemical,journal-article,Elsevier BV,224,,282-289,,159,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 340, ""api_score"": 21.490805, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 339}]"
,10.1109/tie.2011.2109330,https://doi.org/10.1109/tie.2011.2109330,A Hierarchical Algorithm for Indoor Mobile Robot Localization Using RFID Sensor Fusion,Byoung-Suk Choi; Joon-Woo Lee; Ju-Jang Lee; Kyoung-Taik Park,2011,IEEE Transactions on Industrial Electronics,journal-article,Institute of Electrical and Electronics Engineers (IEEE),58,6,2226-2235,,158,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""robot"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 395, ""api_score"": 21.969624, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 394}]"
,10.1016/j.snb.2003.09.017,https://doi.org/10.1016/j.snb.2003.09.017,Detection mechanism of metal oxide gas sensor under UV radiation,Sunita Mishra; C. Ghanshyam; N. Ram; R.P. Bajpai; R.K. Bedi,2004,Sensors and Actuators B: Chemical,journal-article,Elsevier BV,97,2-3,387-390,,150,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 442, ""api_score"": 20.761612, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 441}]"
,10.1016/j.sna.2022.114044,https://doi.org/10.1016/j.sna.2022.114044,Metal oxide semiconductor gas sensors in clinical diagnosis and environmental monitoring,S. Uma; M.K. Shobana,2023,Sensors and Actuators A: Physical,journal-article,Elsevier BV,349,,114044,114044,134,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 23, ""api_score"": 26.856628, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 22}]"
,10.1021/acssensors.9b02487,https://doi.org/10.1021/acssensors.9b02487,Monolithic Micro Light-Emitting Diode/Metal Oxide Nanowire Gas Sensor with Microwatt-Level Power Consumption,Incheol Cho; Young Chul Sim; Minkyu Cho; Yong-Hoon Cho; Inkyu Park,2020,ACS Sensors,journal-article,American Chemical Society (ACS),5,2,563-570,,132,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 491, ""api_score"": 20.52555, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 490}]"
,10.1016/j.inffus.2019.11.001,https://doi.org/10.1016/j.inffus.2019.11.001,Multi-sensor fusion for body sensor network in medical human–robot interaction scenario,Kai Lin; Yihui Li; Jinchuan Sun; Dongsheng Zhou; Qiang Zhang,2020,Information Fusion,journal-article,Elsevier BV,57,,15-26,,118,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""robot"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 197, ""api_score"": 23.956854, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 196}]"
,10.1016/j.jaerosci.2017.05.011,https://doi.org/10.1016/j.jaerosci.2017.05.011,Performance calibration of low-cost and portable particular matter (PM) sensors,Di Liu; Qiang Zhang; Jingkun Jiang; Da-Ren Chen,2017,Journal of Aerosol Science,journal-article,Elsevier BV,112,,1-10,,118,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 336, ""api_score"": 22.693375, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 335}]"
,10.1016/j.snb.2013.01.074,https://doi.org/10.1016/j.snb.2013.01.074,Enhanced response characteristics of SnO2 thin film based NO2 gas sensor integrated with nanoscaled metal oxide clusters,Anjali Sharma; Monika Tomar; Vinay Gupta,2013,Sensors and Actuators B: Chemical,journal-article,Elsevier BV,181,,735-742,,110,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 484, ""api_score"": 20.529526, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 483}]"
,10.3390/agriculture9070141,https://doi.org/10.3390/agriculture9070141,Calibration and Validation of a Low-Cost Capacitive Moisture Sensor to Integrate the Automated Soil Moisture Monitoring System,Ekanayaka Achchillage Ayesha Dilrukshi Nagahage; Isura Sumeda Priyadarshana Nagahage; Takeshi Fujino,2019,Agriculture,journal-article,MDPI AG,9,7,141,,109,9,other,[],False,False,True,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 317, ""api_score"": 22.835003, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 316}]"
,10.3390/s19030491,https://doi.org/10.3390/s19030491,Design and Calibration of a Low-Cost SDI-12 Soil Moisture Sensor,Juan D. González-Teruel; Roque Torres-Sánchez; Pedro J. Blaya-Ros; Ana B. Toledo-Moreo; Manuel Jiménez-Buendía; Fulgencio Soto-Valles,2019,Sensors,journal-article,MDPI AG,19,3,491,,93,9,other,[],False,False,True,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 419, ""api_score"": 21.998537, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 418}]"
,10.1016/j.snb.2012.02.082,https://doi.org/10.1016/j.snb.2012.02.082,A breakthrough in gas diagnosis with a temperature-modulated generic metal oxide gas sensor,Faramarz Hossein-Babaei; Amir Amini,2012,Sensors and Actuators B: Chemical,journal-article,Elsevier BV,166-167,,419-425,,93,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 134, ""api_score"": 23.29266, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 133}]"
,10.1039/c8nj01237g,https://doi.org/10.1039/c8nj01237g,Highly efficient novel carbon monoxide gas sensor based on bismuth ferrite nanoparticles for environmental monitoring,S. Chakraborty; M. Pal,2018,New Journal of Chemistry,journal-article,Royal Society of Chemistry (RSC),42,9,7188-7196,,92,9,other,[],False,False,True,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 468, ""api_score"": 20.570824, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 467}]"
,10.1063/1.1648134,https://doi.org/10.1063/1.1648134,AlGaN/GaN-based metal–oxide–semiconductor diode-based hydrogen gas sensor,B. S. Kang; F. Ren; B. P. Gila; C. R. Abernathy; S. J. Pearton,2004,Applied Physics Letters,journal-article,AIP Publishing,84,7,1123-1125,,84,9,other,[],False,False,True,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 405, ""api_score"": 21.001667, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 404}]"
,10.1007/s005420050078,https://doi.org/10.1007/s005420050078,Silicon hotplates for metal oxide gas sensor elements,G. Sberveglieri; W. Hellmich; G. Müller,1997,Microsystem Technologies,journal-article,Springer Science and Business Media LLC,3,4,183-190,,84,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 98, ""api_score"": 23.77301, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 97}]"
,10.1109/tcsi.2011.2143090,https://doi.org/10.1109/tcsi.2011.2143090,A CMOS Single-Chip Gas Recognition Circuit for Metal Oxide Gas Sensor Arrays,Kwan Ting Ng; Farid Boussaid; Amine Bermak,2011,IEEE Transactions on Circuits and Systems I: Regular Papers,journal-article,Institute of Electrical and Electronics Engineers (IEEE),58,7,1569-1580,,82,9,other,[],False,False,False,not_prioritized_by_metadata_rule,no_qualifying_topic_conjunction_or_score_below_10,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 254, ""api_score"": 22.098217, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 253}]"
