shortlist_rank,doi,doi_url,title,authors,year,venue,type,publisher,volume,issue,pages,article_number,crossref_cited_by,relevance_score,primary_topic,topics,is_review_title,is_dataset_title,has_abstract,screening_decision,screening_reason,matched_title_categories,exact_normalized_title_doi_count,provenance
,10.1109/icra57147.2024.10611440,https://doi.org/10.1109/icra57147.2024.10611440,Sense in Motion with Belief Clustering: Efficient Gas Source Localization with Mobile Robots,Wanting Jin; Alcherio Martinoli,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),proceedings-article,IEEE,,,14909-14916,,4,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 88, ""api_score"": 24.667517, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 87}]"
,10.1109/icra48891.2023.10161276,https://doi.org/10.1109/icra48891.2023.10161276,"Multi-Robot 3D Gas Distribution Mapping: Coordination, Information Sharing and Environmental Knowledge",Chiara Ercolani; Shashank Mahendra Deshmukh; Thomas Laurent Peeters; Alcherio Martinoli,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),proceedings-article,IEEE,,,11418-11424,,4,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 318, ""api_score"": 21.984138, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 317}]"
,10.1051/e3sconf/201910000004,https://doi.org/10.1051/e3sconf/201910000004,Preliminary research for low-cost particulate matter sensor network,Csongor Báthory; Márton L. Kiss; Attila Trohák; Zsolt Dobó; Árpád Bence Palotás,2019,E3S Web of Conferences,journal-article,EDP Sciences,100,,00004,,4,18,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 134, ""api_score"": 26.74501, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 133}]"
93,10.1109/cenim.2018.8711409,https://doi.org/10.1109/cenim.2018.8711409,Online Gas Mapping in Outdoor Environment using Solar-Powered Mobile Robot,Richa Watiasih; Muhammad Rivai; Ontoseno Penangsang; Fajar Budiman; Tukadi; Yusril Izza,2018,"2018 International Conference on Computer Engineering, Network and Intelligent Multimedia (CENIM)",proceedings-article,IEEE,,,245-250,,4,18,outdoor_navigation_fusion,"[""robotic_environmental_monitoring"", ""outdoor_navigation_fusion""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;outdoor_navigation_fusion,"[""robot"", ""env"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 95, ""api_score"": 25.904003, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 94}]"
,10.1109/icsens.2015.7370630,https://doi.org/10.1109/icsens.2015.7370630,Robotic gas source localization assisted by active airflow generation,Ayano Murai; Kamon Yoshimoto; Ryuichi Takemura; Haruka Matsukura; Hiroshi Ishida,2015,2015 IEEE SENSORS,proceedings-article,IEEE,,,,,4,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 8, ""api_score"": 34.881927, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 7}]"
,10.1109/iros.2011.6094656,https://doi.org/10.1109/iros.2011.6094656,Gas source localization in indoor environments using multiple inexpensive robots and stigmergy,M. Di Rocco; M. Reggente; A. Saffiotti,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,proceedings-article,IEEE,,,5007-5014,,4,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",2,"[{""query_id"": ""Q03"", ""query_rank"": 143, ""api_score"": 23.69126, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 142}]"
,10.1109/icra57147.2024.10610044,https://doi.org/10.1109/icra57147.2024.10610044,Low-to-High Resolution Path Planner for Robotic Gas Distribution Mapping,Rohit V. Nanavati; Callum Rhodes; Matthew J. Coombes; Cunjia Liu,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),proceedings-article,IEEE,,,8457-8463,,3,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 28, ""api_score"": 29.332878, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 27}]"
,10.1109/ice3is56585.2022.10010251,https://doi.org/10.1109/ice3is56585.2022.10010251,Gas Source Localization via Mobile Robot with Gas Distribution Mapping and Deep Neural Network,Ahmad Shakaff Ali Yeon; Ammar Zakaria; Syed Muhammad Mamduh Syed Zakaria; Retnam Visvanathan; Kamarulzaman Kamarudin; Latifah Munirah Kamarudin,2022,2022 2nd International Conference on Electronic and Electrical Engineering and Intelligent System (ICE3IS),proceedings-article,IEEE,,,120-124,,3,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 9, ""api_score"": 33.495594, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 8}]"
,10.1109/robio.2016.7866427,https://doi.org/10.1109/robio.2016.7866427,Design and implementation of a robotic dolphin for water quality monitoring,Jincun Liu; Zhengxing Wu; Junzhi Yu,2016,2016 IEEE International Conference on Robotics and Biomimetics (ROBIO),proceedings-article,IEEE,,,835-840,,3,18,water_quality_monitoring,"[""robotic_environmental_monitoring"", ""water_quality_monitoring""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring,"[""robot"", ""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 60, ""api_score"": 22.97543, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 59}]"
,10.1109/chicc.2014.6896392,https://doi.org/10.1109/chicc.2014.6896392,Mobile robot gas source localization based on behavior strategies,Ping Jiang; Xiao-fang Hong; Ai-dong Ge,2014,Proceedings of the 33rd Chinese Control Conference,proceedings-article,IEEE,,,8304-8308,,3,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 62, ""api_score"": 25.374542, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 61}]"
,10.3182/20110828-6-it-1002.01532,https://doi.org/10.3182/20110828-6-it-1002.01532,A Comparative study of robotic gas source localization algorithms in industrial environments,Erik Persson; David A. Anisi,2011,IFAC Proceedings Volumes,journal-article,Elsevier BV,44,1,899-904,,3,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 17, ""api_score"": 31.29123, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 16}]"
,10.1109/icmla58977.2023.00157,https://doi.org/10.1109/icmla58977.2023.00157,CNN-LSTM-Based Deep Recurrent Q-Learning for Robotic Gas Source Localization,Iliya Kulbaka; Ayan Dutta; Ladislau Bölöni; O. Patrick Kreidl; Swapnoneel Roy,2023,2023 International Conference on Machine Learning and Applications (ICMLA),proceedings-article,IEEE,,,1060-1065,,2,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 23, ""api_score"": 29.785536, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 22}]"
,10.1109/irc59093.2023.00016,https://doi.org/10.1109/irc59093.2023.00016,Multi-Modal Robotic Platform Development for Odor Source Localization,Sunzid Hassan; Lingxiao Wang; Khan Raqib Mahmud,2023,2023 Seventh IEEE International Conference on Robotic Computing (IRC),proceedings-article,IEEE,,,59-62,,2,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 144, ""api_score"": 23.622877, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 143}]"
,10.1109/sensors56945.2023.10325109,https://doi.org/10.1109/sensors56945.2023.10325109,Bout-based Gas Source Localization using Aerial Robot Swarms,Felix Häusler; Jan Stührenberg; Kay Smarsly; Patrick P. Neumann,2023,2023 IEEE SENSORS,proceedings-article,IEEE,,,1-4,,2,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 48, ""api_score"": 26.380396, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 47}]"
,10.1061/(asce)wr.1943-5452.0000390,https://doi.org/10.1061/(asce)wr.1943-5452.0000390,Robotic Monitoring for Turbidity Management in Multiple Reservoir Water Supply,Steven W. Effler; David M. O’Donnell; Anthony R. Prestigiacomo; Donald C. Pierson; Mark S. Zion; Grantley W. Pyke; W. Josh Weiss,2014,Journal of Water Resources Planning and Management,journal-article,American Society of Civil Engineers (ASCE),140,7,,04014007,2,18,water_quality_monitoring,"[""robotic_environmental_monitoring"", ""water_quality_monitoring""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring,"[""robot"", ""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 26, ""api_score"": 25.031923, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 25}]"
,10.1109/iros60139.2025.11246224,https://doi.org/10.1109/iros60139.2025.11246224,Cumulative Informative Path Planning for Efficient Gas Source Localization with Mobile Robots,Wanting Jin; Hugo Leroy; Nicolaj Bösel-Schmid; Alcherio Martinoli,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),proceedings-article,IEEE,,,18088-18094,,1,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 207, ""api_score"": 22.890347, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 206}]"
,10.1109/icarm62033.2024.10715741,https://doi.org/10.1109/icarm62033.2024.10715741,A Fast-trained and Generalized Spiking Neural Network for Robotic Gas Source Localization,Chiyang Liu; Xinxing Chen; Jian Huang,2024,2024 International Conference on Advanced Robotics and Mechatronics (ICARM),proceedings-article,IEEE,,,490-495,,1,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 16, ""api_score"": 31.336903, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 15}]"
,10.18495/comengapp.v9i3.343,https://doi.org/10.18495/comengapp.v9i3.343,Gas Source Localization Using Bio-inspired Algorithm for Mini Flying Sniffer Robot: Development and Experimental Investigation,Muhamad Rausyan Fikri,2020,Computer Engineering and Applications Journal,journal-article,"Department of Computer Engineering, Faculty of Computer Science, Universitas Sriwijaya",9,3,207-214,,1,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 182, ""api_score"": 23.127626, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 181}]"
,10.1142/9789814415958_0016,https://doi.org/10.1142/9789814415958_0016,MOBILE ROBOT NAVIGATION VIA OLFACTION,S.M.ARMAN ULLAH; GURVINDER S. VIRK,2012,Adaptive Mobile Robotics,book-chapter,WORLD SCIENTIFIC,,,97-104,,1,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 320, ""api_score"": 17.03494, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 319}]"
,10.1109/iros.2011.6048334,https://doi.org/10.1109/iros.2011.6048334,Gas source localization in indoor environments using multiple inexpensive robots and stigmergy,Maurizio Di Rocco; Matteo Reggente; Alessandro Saffiotti,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,proceedings-article,IEEE,,,,,1,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",2,"[{""query_id"": ""Q03"", ""query_rank"": 102, ""api_score"": 24.354204, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 101}]"
,10.1109/isitia71267.2026.11642215,https://doi.org/10.1109/isitia71267.2026.11642215,Indoor Gas Source Localization Using a Mobile Robot with Stereo Electronic Nose and Ultra-wideband Navigation,Basry A Sihotang; Muhammad Rivai; Muhammad Attamimi,2026,2026 International Seminar on Intelligent Technology and Its Applications (ISITIA),proceedings-article,IEEE,,,672-677,,0,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 250, ""api_score"": 22.58118, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 249}]"
,10.3390/biomimetics11050350,https://doi.org/10.3390/biomimetics11050350,A Bumblebee-Inspired Spatial Memory Navigation Framework for Robotic Odor Source Localization,Tianyi Xu; Yizhu Guo; Zhigang Wu; Jianing Wu,2026,Biomimetics,journal-article,MDPI AG,11,5,350,,0,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 488, ""api_score"": 21.060032, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 487}]"
94,10.3390/s26185729,https://doi.org/10.3390/s26185729,Real-to-Sim Calibration and Cross-Domain Trajectory Validation of a Low-Cost Multi-Sensor UGV Digital Twin,Carlos Villagomez Alfaro; Zandra Betzabe Rivera Chavez; Marco Claudio De Simone; Domenico Guida,2026,Sensors,journal-article,MDPI AG,26,18,5729,,0,18,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""calib"", ""sensor"", ""outdoor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 382, ""api_score"": 22.251707, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 381}]"
95,10.55248/gengpi.07.0526.c1330,https://doi.org/10.55248/gengpi.07.0526.c1330,"AI-Powered Smart Farming Robot for Insect Detection, Targeted Spraying, and IoT-Based Environmental Monitoring",Magesh Manickam M; Jaibalaji S; Harsh Bothra S; Ms. S. Shamili Shanmugapriya,2026,International Journal of Research Publication and Reviews,journal-article,Genesis Global Publication,7,5,9205-9216,,0,18,robotic_environmental_monitoring,"[""robotic_environmental_monitoring"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;embedded_environmental_sensing,"[""robot"", ""env"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 166, ""api_score"": 18.202652, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 165}]"
96,10.1109/compas67506.2025.11381712,https://doi.org/10.1109/compas67506.2025.11381712,IoT-Enabled Mobile Robot for Environmental Monitoring with Multi-Modal Communication,Shahin M. Khan; Mumtahina Tasnim Mahi; Tajreen Ferdoush; Mirza Rasheduzzaman,2025,"2025 IEEE 2nd International Conference on Computing, Applications and Systems (COMPAS)",proceedings-article,IEEE,,,1-6,,0,18,robotic_environmental_monitoring,"[""robotic_environmental_monitoring"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;embedded_environmental_sensing,"[""robot"", ""env"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 14, ""api_score"": 21.639486, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 13}]"
,10.1109/icomms66553.2025.11200196,https://doi.org/10.1109/icomms66553.2025.11200196,Implementing Efficient Gas Dispersion Simulation to Train Autonomous Mobile Robots for Gas Distribution Mapping,Nasr Abdalmanan; Kamarulzaman Kamarudin; Muqri Muazam Zainal; Muhammad Aizat Abu Bakar; Mohd Rizal Manan; Mohd Hafiz Fazalul Rahiman; Ahmad Shakaff Ali Yeon,2025,2025 9th International Conference on Man-Machine Systems (ICoMMS),proceedings-article,IEEE,,,362-367,,0,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 216, ""api_score"": 22.829807, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 215}]"
,10.1109/icra55743.2025.11128134,https://doi.org/10.1109/icra55743.2025.11128134,Deep Learning Based Topography Aware Gas Source Localization with Mobile Robot,Changhao Tian; Annan Wang; Han Fan; Thomas Wiedemann; Yifei Luo; Le Yang; Weisi Lin; Achim J. Lilienthal; Xiaodong Chen,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),proceedings-article,IEEE,,,4380-4386,,0,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 470, ""api_score"": 21.116016, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 469}]"
,10.1201/9781003570882-18,https://doi.org/10.1201/9781003570882-18,Convolutional Recurrent Deep Q-Learning for Gas Source Localization with a Mobile Robot,Iliya Kulbaka; Ayan Dutta; Ladislau Bölöni; O. Patrick Kreidl; Swapnoneel Roy,2025,Recent Advances in Deep Learning Applications,book-chapter,Chapman and Hall/CRC,,,277-290,,0,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 335, ""api_score"": 21.842815, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 334}]"
,10.5194/egusphere-egu25-881,https://doi.org/10.5194/egusphere-egu25-881,"A Multipollutant Low-Cost Sensor Network in Bengaluru, India: Long-Term Performance Evaluation and High-Resolution Mapping of Particulate and Gaseous Pollutants",Emil Varghese; Nirav Lekinwala; Kavyashree N Kalkura; Nidhi Malik; Vinod Shekar; Srinivas Sridharan; Yashwant Pratap S.Y.; Swagata Dey; Subramanian Ramachandran,2025,,posted-content,Copernicus GmbH,,,,,0,18,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""sensor"", ""nav"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 452, ""api_score"": 21.594654, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 451}]"
,10.1109/icoris63540.2024.10903921,https://doi.org/10.1109/icoris63540.2024.10903921,Implementing Robotic Arm for Efficient and Reliable Water Quality Monitoring in Aquaculture,Iska Hazma Mulyadi; Billy Christiandinata; Rissa Rahmania; Muhammad Ikhsan Nurasid; Anissa Istiqomah Arrahmah,2024,2024 6th International Conference on Cybernetics and Intelligent System (ICORIS),proceedings-article,IEEE,,,1-6,,0,18,water_quality_monitoring,"[""robotic_environmental_monitoring"", ""water_quality_monitoring""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring,"[""robot"", ""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 239, ""api_score"": 20.58563, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 238}]"
,10.1109/irc59093.2023.00014,https://doi.org/10.1109/irc59093.2023.00014,Robotic Odor Source Localization via End-to-End Recurrent Deep Reinforcement Learning,Lingxiao Wang; Shuo Pang,2023,2023 Seventh IEEE International Conference on Robotic Computing (IRC),proceedings-article,IEEE,,,43-50,,0,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 145, ""api_score"": 23.60419, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 144}]"
,10.25236/ajets.2023.060507,https://doi.org/10.25236/ajets.2023.060507,Mobile Robot for Air Quality Monitoring Based on Condensate Water Analysis,,2023,Academic Journal of Engineering and Technology Science,journal-article,Francis Academic Press Ltd.,6,5,,,0,18,particulate_air_quality,"[""robotic_environmental_monitoring"", ""particulate_air_quality""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;particulate_air_quality,"[""robot"", ""env"", ""air"", ""sensor""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 70, ""api_score"": 19.78061, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 69}]"
,10.1109/arace56528.2022.00027,https://doi.org/10.1109/arace56528.2022.00027,Multi-robot gas source localization based on conditional information entropy,Yu-Xiu Wu; Wei-Wei Shao; Ai-Min Zhang; Zheng-Lei Luo,2022,"2022 Asia Conference on Advanced Robotics, Automation, and Control Engineering (ARACE)",proceedings-article,IEEE,,,107-114,,0,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 244, ""api_score"": 22.616272, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 243}]"
,10.1299/jsmekanto.2014.20._20711-1_,https://doi.org/10.1299/jsmekanto.2014.20._20711-1_,20711 Collecting Database for Development of Gas Source Localization Robots : Collecting Thermal Distribution Data,Tomoaki TAKEZAWA; Yuya MIKAMI; Haruka MATSUKURA; Hiroshi ISHIDA,2014,The Proceedings of Conference of Kanto Branch,journal-article,Japan Society of Mechanical Engineers,2014.20,0,_20711-1_-_20711-2_,,0,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 380, ""api_score"": 21.57407, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 379}]"
,10.4304/jcp.8.10.2672-2677,https://doi.org/10.4304/jcp.8.10.2672-2677,Least Square Estimation Based Mobile Robot Gas Source Localization in Stable-Airflow Environment,Tao Gao; Ping Jiang,2013,Journal of Computers,journal-article,International Academy Publishing (IAP),8,10,,,0,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 58, ""api_score"": 25.667248, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 57}]"
,10.1299/jsmermd.2012._2a1-j05_1,https://doi.org/10.1299/jsmermd.2012._2a1-j05_1,2A1-J05 Odor Source Intensity-based Localization Algorithm for Decentralized Swarm Robots(Robotic Systems Based on Autonomous Decentralized Architecture),Suwantaweekul Lalitta; Geunho Lee; Nak Young Chong,2012,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),journal-article,Japan Society of Mechanical Engineers,2012,0,_2A1-J05_1-_2A1-J05_4,,0,18,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 399, ""api_score"": 21.447615, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 398}]"
